measure_name,sex_name,age_name,cause_name,cityregion,val,population_number
Deaths,Female,10 to 14,All causes,leeds,6.369254567041608,70157.73829478935
Deaths,Female,10 to 14,Cardiovascular diseases,leeds,0.2534679772157666,70157.73829478935
Deaths,Female,10 to 14,Chronic obstructive pulmonary disease,leeds,0.05380226199659696,70157.73829478935
Deaths,Female,10 to 14,Liver cancer,leeds,0.03167520570864702,70157.73829478935
Deaths,Female,10 to 14,Lower respiratory infections,leeds,0.2311748612443274,70157.73829478935
Deaths,Female,10 to 14,Neoplasms,leeds,1.9089970374310916,70157.73829478935
Deaths,Female,10 to 14,Road injuries,leeds,0.6098239348965775,70157.73829478935
Deaths,Female,10 to 14,Stroke,leeds,0.0938518032206393,70157.73829478935
Deaths,Female,15 to 19,All causes,leeds,9.956914317636187,68855.23487886251
Deaths,Female,15 to 19,Breast cancer,leeds,0.011482230002474867,68855.23487886251
Deaths,Female,15 to 19,Cardiovascular diseases,leeds,0.54068154931884,68855.23487886251
Deaths,Female,15 to 19,Chronic obstructive pulmonary disease,leeds,0.06268978499913412,68855.23487886251
Deaths,Female,15 to 19,Colon and rectum cancer,leeds,0.016766003321027026,68855.23487886251
Deaths,Female,15 to 19,Diabetes mellitus type 2,leeds,0.007067543112828273,68855.23487886251
Deaths,Female,15 to 19,Ischemic heart disease,leeds,0.04658281324031977,68855.23487886251
Deaths,Female,15 to 19,Liver cancer,leeds,0.05834599647440028,68855.23487886251
Deaths,Female,15 to 19,Lower respiratory infections,leeds,0.2312586243648446,68855.23487886251
Deaths,Female,15 to 19,Neoplasms,leeds,1.8712106943327964,68855.23487886251
Deaths,Female,15 to 19,Road injuries,leeds,1.5451064343911896,68855.23487886251
Deaths,Female,15 to 19,Stomach cancer,leeds,0.009795582206483938,68855.23487886251
Deaths,Female,15 to 19,Stroke,leeds,0.16476048011864092,68855.23487886251
Deaths,Female,15 to 19,"Tracheal, bronchus, and lung cancer",leeds,0.024007802397882597,68855.23487886251
Deaths,Female,15 to 19,Uterine cancer,leeds,0.006034025348857436,68855.23487886251
Deaths,Female,20 to 24,All causes,leeds,17.360035946227356,78179.81922340549
Deaths,Female,20 to 24,Breast cancer,leeds,0.07473786670621624,78179.81922340549
Deaths,Female,20 to 24,Cardiovascular diseases,leeds,1.28683226997131,78179.81922340549
Deaths,Female,20 to 24,Chronic obstructive pulmonary disease,leeds,0.09577681696904916,78179.81922340549
Deaths,Female,20 to 24,Colon and rectum cancer,leeds,0.0978480401120161,78179.81922340549
Deaths,Female,20 to 24,Diabetes mellitus type 2,leeds,0.012310305749766076,78179.81922340549
Deaths,Female,20 to 24,Ischemic heart disease,leeds,0.14598880237584824,78179.81922340549
Deaths,Female,20 to 24,Liver cancer,leeds,0.08357553510356092,78179.81922340549
Deaths,Female,20 to 24,Lower respiratory infections,leeds,0.4196562487480133,78179.81922340549
Deaths,Female,20 to 24,Neoplasms,leeds,3.2041831821883857,78179.81922340549
Deaths,Female,20 to 24,Road injuries,leeds,1.8765888884310749,78179.81922340549
Deaths,Female,20 to 24,Stomach cancer,leeds,0.03776292822071755,78179.81922340549
Deaths,Female,20 to 24,Stroke,leeds,0.43225007990673303,78179.81922340549
Deaths,Female,20 to 24,"Tracheal, bronchus, and lung cancer",leeds,0.060056229494392946,78179.81922340549
Deaths,Female,20 to 24,Uterine cancer,leeds,0.011602445462477186,78179.81922340549
Deaths,Female,25 to 29,All causes,leeds,25.52594911358969,87634.94827588307
Deaths,Female,25 to 29,Breast cancer,leeds,0.6691679103686401,87634.94827588307
Deaths,Female,25 to 29,Cardiovascular diseases,leeds,2.145619252139838,87634.94827588307
Deaths,Female,25 to 29,Chronic obstructive pulmonary disease,leeds,0.12871391888144057,87634.94827588307
Deaths,Female,25 to 29,Colon and rectum cancer,leeds,0.3155688216285198,87634.94827588307
Deaths,Female,25 to 29,Diabetes mellitus type 2,leeds,0.022905176927707376,87634.94827588307
Deaths,Female,25 to 29,Ischemic heart disease,leeds,0.3050036797603109,87634.94827588307
Deaths,Female,25 to 29,Liver cancer,leeds,0.15181657723329894,87634.94827588307
Deaths,Female,25 to 29,Lower respiratory infections,leeds,0.6243862232790869,87634.94827588307
Deaths,Female,25 to 29,Neoplasms,leeds,6.402474367037255,87634.94827588307
Deaths,Female,25 to 29,Road injuries,leeds,1.5268615183345113,87634.94827588307
Deaths,Female,25 to 29,Stomach cancer,leeds,0.15885110813790626,87634.94827588307
Deaths,Female,25 to 29,Stroke,leeds,0.782209381112697,87634.94827588307
Deaths,Female,25 to 29,"Tracheal, bronchus, and lung cancer",leeds,0.15696554304424495,87634.94827588307
Deaths,Female,25 to 29,Uterine cancer,leeds,0.033543418450262784,87634.94827588307
Deaths,Female,30 to 34,All causes,leeds,35.29914052930057,84015.39131287398
Deaths,Female,30 to 34,Breast cancer,leeds,2.4886440485755243,84015.39131287398
Deaths,Female,30 to 34,Cardiovascular diseases,leeds,3.5926147957521066,84015.39131287398
Deaths,Female,30 to 34,Chronic obstructive pulmonary disease,leeds,0.1799551151833999,84015.39131287398
