measure_name,sex_name,age_name,cause_name,cityregion,val,population_number
Deaths,Female,10 to 14,All causes,greatermanchester,7.2217236289718665,83874.61088421663
Deaths,Female,10 to 14,Cardiovascular diseases,greatermanchester,0.34177609852408636,83874.61088421663
Deaths,Female,10 to 14,Chronic obstructive pulmonary disease,greatermanchester,0.0809980984795395,83874.61088421663
Deaths,Female,10 to 14,Liver cancer,greatermanchester,0.03676511959897727,83874.61088421663
Deaths,Female,10 to 14,Lower respiratory infections,greatermanchester,0.2871745089646786,83874.61088421663
Deaths,Female,10 to 14,Neoplasms,greatermanchester,1.8707832302048695,83874.61088421663
Deaths,Female,10 to 14,Road injuries,greatermanchester,0.6554976572061425,83874.61088421663
Deaths,Female,10 to 14,Stroke,greatermanchester,0.13315686560242204,83874.61088421663
Deaths,Female,15 to 19,All causes,greatermanchester,13.829497755204807,81019.95795262005
Deaths,Female,15 to 19,Breast cancer,greatermanchester,0.016290679159993788,81019.95795262005
Deaths,Female,15 to 19,Cardiovascular diseases,greatermanchester,0.7898042620866284,81019.95795262005
Deaths,Female,15 to 19,Chronic obstructive pulmonary disease,greatermanchester,0.0968512473687279,81019.95795262005
Deaths,Female,15 to 19,Colon and rectum cancer,greatermanchester,0.024112668772260835,81019.95795262005
Deaths,Female,15 to 19,Diabetes mellitus type 2,greatermanchester,0.01005083765911779,81019.95795262005
Deaths,Female,15 to 19,Ischemic heart disease,greatermanchester,0.06529272279833878,81019.95795262005
Deaths,Female,15 to 19,Liver cancer,greatermanchester,0.08179884616592971,81019.95795262005
Deaths,Female,15 to 19,Lower respiratory infections,greatermanchester,0.32066178401246986,81019.95795262005
Deaths,Female,15 to 19,Neoplasms,greatermanchester,2.4164438705830897,81019.95795262005
Deaths,Female,15 to 19,Road injuries,greatermanchester,1.964584071123981,81019.95795262005
Deaths,Female,15 to 19,Stomach cancer,greatermanchester,0.014304557418605294,81019.95795262005
Deaths,Female,15 to 19,Stroke,greatermanchester,0.23363184317296645,81019.95795262005
Deaths,Female,15 to 19,"Tracheal, bronchus, and lung cancer",greatermanchester,0.03152530859023908,81019.95795262005
Deaths,Female,15 to 19,Uterine cancer,greatermanchester,0.008286851924193837,81019.95795262005
Deaths,Female,20 to 24,All causes,greatermanchester,18.86255708106299,93541.5902384181
Deaths,Female,20 to 24,Breast cancer,greatermanchester,0.08289025564886462,93541.5902384181
Deaths,Female,20 to 24,Cardiovascular diseases,greatermanchester,1.4713449916024353,93541.5902384181
Deaths,Female,20 to 24,Chronic obstructive pulmonary disease,greatermanchester,0.1150285304062301,93541.5902384181
Deaths,Female,20 to 24,Colon and rectum cancer,greatermanchester,0.10775239652623882,93541.5902384181
Deaths,Female,20 to 24,Diabetes mellitus type 2,greatermanchester,0.012921354946879234,93541.5902384181
Deaths,Female,20 to 24,Ischemic heart disease,greatermanchester,0.1614155279524559,93541.5902384181
Deaths,Female,20 to 24,Liver cancer,greatermanchester,0.09075998857580678,93541.5902384181
Deaths,Female,20 to 24,Lower respiratory infections,greatermanchester,0.45463814033450034,93541.5902384181
Deaths,Female,20 to 24,Neoplasms,greatermanchester,3.1771983236502126,93541.5902384181
Deaths,Female,20 to 24,Road injuries,greatermanchester,1.8013237578027557,93541.5902384181
Deaths,Female,20 to 24,Stomach cancer,greatermanchester,0.04346857878839287,93541.5902384181
Deaths,Female,20 to 24,Stroke,greatermanchester,0.4911771101458145,93541.5902384181
Deaths,Female,20 to 24,"Tracheal, bronchus, and lung cancer",greatermanchester,0.0616127062501209,93541.5902384181
Deaths,Female,20 to 24,Uterine cancer,greatermanchester,0.011448494626742127,93541.5902384181
Deaths,Female,25 to 29,All causes,greatermanchester,26.481188250562962,110524.7379747707
Deaths,Female,25 to 29,Breast cancer,greatermanchester,0.6843665190638246,110524.7379747707
Deaths,Female,25 to 29,Cardiovascular diseases,greatermanchester,2.23798947803314,110524.7379747707
Deaths,Female,25 to 29,Chronic obstructive pulmonary disease,greatermanchester,0.14491458317743955,110524.7379747707
Deaths,Female,25 to 29,Colon and rectum cancer,greatermanchester,0.3251756591193092,110524.7379747707
Deaths,Female,25 to 29,Diabetes mellitus type 2,greatermanchester,0.023997807245034537,110524.7379747707
Deaths,Female,25 to 29,Ischemic heart disease,greatermanchester,0.30621940288503635,110524.7379747707
Deaths,Female,25 to 29,Liver cancer,greatermanchester,0.15990945680562618,110524.7379747707
Deaths,Female,25 to 29,Lower respiratory infections,greatermanchester,0.6376272789105031,110524.7379747707
Deaths,Female,25 to 29,Neoplasms,greatermanchester,6.207397273197815,110524.7379747707
Deaths,Female,25 to 29,Road injuries,greatermanchester,1.3527247914771356,110524.7379747707
Deaths,Female,25 to 29,Stomach cancer,greatermanchester,0.16638066470822757,110524.7379747707
Deaths,Female,25 to 29,Stroke,greatermanchester,0.79730879631074425,110524.7379747707
Deaths,Female,25 to 29,"Tracheal, bronchus, and lung cancer",greatermanchester,0.15432829837779644,110524.7379747707
Deaths,Female,25 to 29,Uterine cancer,greatermanchester,0.030163254632927086,110524.7379747707
Deaths,Female,30 to 34,All causes,greatermanchester,51.555010428936065,108005.33735845827
Deaths,Female,30 to 34,Breast cancer,greatermanchester,3.6078666447807666,108005.33735845827
Deaths,Female,30 to 34,Cardiovascular diseases,greatermanchester,5.353140812767106,108005.33735845827
Deaths,Female,30 to 34,Chronic obstructive pulmonary disease,greatermanchester,0.29101311497007454,108005.33735845827
Deaths,Female,30 to 34,Colon and rectum cancer,greatermanchester,1.0934631184390384,108005.33735845827
Deaths,Female,30 to 34,Diabetes mellitus type 2,greatermanchester,0.09207512293256777,108005.33735845827
Deaths,Female,30 to 34,Ischemic heart disease,greatermanchester,1.2076206993100682,108005.33735845827
Deaths,Female,30 to 34,Liver cancer,greatermanchester,0.287655834756403,108005.33735845827
Deaths,Female,30 to 34,Lower respiratory infections,greatermanchester,1.193555911945927,108005.33735845827
Deaths,Female,30 to 34,Neoplasms,greatermanchester,15.43608619229541,108005.33735845827
Deaths,Female,30 to 34,Road injuries,greatermanchester,1.3937665885251413,108005.33735845827
Deaths,Female,30 to 34,Stomach cancer,greatermanchester,0.5685990324106592,108005.33735845827
