measure,sex,age,cause,cityregion,number,pop
Deaths,Female,0 to 5,all causes,london,226.79783446535077,309992.5814556131
Deaths,Female,0 to 5,cardiovascular diseases,london,2.9089796957999674,309992.58145561337
Deaths,Female,0 to 5,chronic myeloid leukemia,london,0.04337217704238094,309992.58145561325
Deaths,Female,0 to 5,chronic obstructive pulmonary disease,london,0.10975853065624054,309992.58145561325
Deaths,Female,0 to 5,cyclist road injuries,london,0.06977943957537802,309992.5814556131
Deaths,Female,0 to 5,kidney cancer,london,0.49823573640890334,309992.58145561314
Deaths,Female,0 to 5,liver cancer,london,0.29135073214929,309992.581455613
Deaths,Female,0 to 5,lower respiratory infections,london,8.07856219467733,309992.5814556132
Deaths,Female,0 to 5,motor vehicle road injuries,london,0.6145755712981088,309992.58145561325
Deaths,Female,0 to 5,motorcyclist road injuries,london,0.05075802905212688,309992.5814556132
Deaths,Female,0 to 5,neoplasms,london,8.528172433500226,309992.58145561325
Deaths,Female,0 to 5,other road injuries,london,0.050957265489487556,309992.58145561314
Deaths,Female,0 to 5,other transport injuries,london,0.1360570727005516,309992.58145561325
Deaths,Female,0 to 5,pedestrian road injuries,london,0.6975056473331113,309992.5814556131
Deaths,Female,0 to 5,road injuries,london,1.4835759527482129,309992.5814556132
Deaths,Female,0 to 5,stroke,london,0.17805616973392163,309992.58145561314
Deaths,Female,10 to 14,all causes,london,21.079056446287222,267233.9942515552
Deaths,Female,10 to 14,cardiovascular diseases,london,0.8182995931548174,267233.9942515552
Deaths,Female,10 to 14,chronic myeloid leukemia,london,0.03466451071361928,267233.9942515552
Deaths,Female,10 to 14,chronic obstructive pulmonary disease,london,0.065044595336717,267233.9942515552
Deaths,Female,10 to 14,colon and rectum cancer,london,0.06149282250879462,267233.99425155524
Deaths,Female,10 to 14,cyclist road injuries,london,0.22794251682500877,267233.9942515551
Deaths,Female,10 to 14,kidney cancer,london,0.16501807068206353,267233.9942515551
Deaths,Female,10 to 14,liver cancer,london,0.2060208177111439,267233.9942515552
Deaths,Female,10 to 14,lower respiratory infections,london,0.7658512500643544,267233.9942515552
Deaths,Female,10 to 14,motor vehicle road injuries,london,0.5087742594406827,267233.9942515551
Deaths,Female,10 to 14,motorcyclist road injuries,london,0.04934286841301028,267233.994251555
Deaths,Female,10 to 14,neoplasms,london,6.55246663894974,267233.9942515551
Deaths,Female,10 to 14,other road injuries,london,0.037901345211873015,267233.9942515552
Deaths,Female,10 to 14,other transport injuries,london,0.14441334868218167,267233.9942515552
Deaths,Female,10 to 14,pedestrian road injuries,london,0.819786043222126,267233.9942515551
Deaths,Female,10 to 14,road injuries,london,1.6437470331127007,267233.9942515552
Deaths,Female,10 to 14,stroke,london,0.14074204566182982,267233.9942515552
Deaths,Female,10 to 14,"tracheal, bronchus, and lung cancer",london,0.04165695391356865,267233.9942515551
Deaths,Female,15 to 19,all causes,london,31.08873740932523,239195.76163477282
Deaths,Female,15 to 19,bladder cancer,london,0.023225709506553106,239195.7616347728
Deaths,Female,15 to 19,breast cancer,london,0.08283674866771158,239195.76163477293
Deaths,Female,15 to 19,cardiovascular diseases,london,1.47913617847274,239195.7616347728
Deaths,Female,15 to 19,chronic myeloid leukemia,london,0.03431980227061556,239195.7616347728
Deaths,Female,15 to 19,chronic obstructive pulmonary disease,london,0.11955320431231696,239195.7616347727
Deaths,Female,15 to 19,colon and rectum cancer,london,0.08452959667254564,239195.76163477276
Deaths,Female,15 to 19,cyclist road injuries,london,0.27402692038954557,239195.7616347728
Deaths,Female,15 to 19,diabetes mellitus type 2,london,0.054271666369965624,239195.76163477267
Deaths,Female,15 to 19,ischemic heart disease,london,0.06799042293145335,239195.7616347728
Deaths,Female,15 to 19,kidney cancer,london,0.09737731872742508,239195.7616347727
Deaths,Female,15 to 19,liver cancer,london,0.17623646039827817,239195.76163477273
Deaths,Female,15 to 19,lower respiratory infections,london,0.7854528973798168,239195.76163477273
Deaths,Female,15 to 19,motor vehicle road injuries,london,2.7425261885532075,239195.7616347729
Deaths,Female,15 to 19,motorcyclist road injuries,london,0.24980142506338143,239195.76163477282
Deaths,Female,15 to 19,neoplasms,london,6.672662687169623,239195.76163477282
Deaths,Female,15 to 19,other road injuries,london,0.07288610664152094,239195.76163477276
Deaths,Female,15 to 19,other transport injuries,london,0.20613173657265252,239195.7616347728
Deaths,Female,15 to 19,pedestrian road injuries,london,1.104154472963596,239195.76163477282
Deaths,Female,15 to 19,road injuries,london,4.44339511361125,239195.7616347728
Deaths,Female,15 to 19,stomach cancer,london,0.025691866295687045,239195.7616347728
Deaths,Female,15 to 19,stroke,london,0.2813094628631616,239195.76163477285
Deaths,Female,15 to 19,"tracheal, bronchus, and lung cancer",london,0.0846395587370984,239195.76163477276
Deaths,Female,20 to 24,all causes,london,49.88392764951035,300506.8939780045
Deaths,Female,20 to 24,bladder cancer,london,0.0305107503862319,300506.8939780045
Deaths,Female,20 to 24,breast cancer,london,0.3285969025437857,300506.8939780045
Deaths,Female,20 to 24,cardiovascular diseases,london,3.1019893530212648,300506.89397800446
Deaths,Female,20 to 24,chronic myeloid leukemia,london,0.05071536584659964,300506.8939780045
Deaths,Female,20 to 24,chronic obstructive pulmonary disease,london,0.20928528825891884,300506.8939780045
Deaths,Female,20 to 24,colon and rectum cancer,london,0.3351758738574006,300506.89397800434
Deaths,Female,20 to 24,cyclist road injuries,london,0.2732758511743388,300506.8939780044
Deaths,Female,20 to 24,diabetes mellitus type 2,london,0.1174789336384523,300506.8939780044
Deaths,Female,20 to 24,esophageal cancer,london,0.04724344365260245,300506.8939780046
Deaths,Female,20 to 24,ischemic heart disease,london,0.23157133093317267,300506.8939780045
Deaths,Female,20 to 24,kidney cancer,london,0.1514701608304554,300506.89397800446
Deaths,Female,20 to 24,liver cancer,london,0.28086945807224845,300506.8939780046
Deaths,Female,20 to 24,lower respiratory infections,london,1.2506138888934974,300506.8939780046
Deaths,Female,20 to 24,motor vehicle road injuries,london,3.425364803726603,300506.8939780044
Deaths,Female,20 to 24,motorcyclist road injuries,london,0.28002723484495906,300506.8939780045
Deaths,Female,20 to 24,multiple myeloma,london,0.017227016258876113,300506.89397800446
Deaths,Female,20 to 24,neoplasms,london,10.66825412410801,300506.8939780045
Deaths,Female,20 to 24,other road injuries,london,0.08455939504249631,300506.8939780045
Deaths,Female,20 to 24,other transport injuries,london,0.2777939819012496,300506.8939780045
Deaths,Female,20 to 24,parkinson's disease,london,0.00275571365704633,300506.8939780046
Deaths,Female,20 to 24,pedestrian road injuries,london,0.9820639156694706,300506.89397800446
Deaths,Female,20 to 24,road injuries,london,5.045291200457868,300506.8939780045
Deaths,Female,20 to 24,stomach cancer,london,0.10087740293756746,300506.8939780045
Deaths,Female,20 to 24,stroke,london,0.7146247217766479,300506.8939780046
Deaths,Female,20 to 24,"tracheal, bronchus, and lung cancer",london,0.20626405941210116,300506.89397800446
Deaths,Female,20 to 24,uterine cancer,london,0.03200045607388908,300506.8939780045
Deaths,Female,25 to 29,all causes,london,72.14409232438521,403798.62372678006
Deaths,Female,25 to 29,bladder cancer,london,0.08347627111911272,403798.6237267799
Deaths,Female,25 to 29,breast cancer,london,3.1779479804585744,403798.62372678
Deaths,Female,25 to 29,cardiovascular diseases,london,5.906061307473996,403798.6237267799
Deaths,Female,25 to 29,chronic myeloid leukemia,london,0.09649846564682205,403798.6237267798
Deaths,Female,25 to 29,chronic obstructive pulmonary disease,london,0.3446461367763077,403798.6237267799
Deaths,Female,25 to 29,colon and rectum cancer,london,1.1622805132039353,403798.62372677994
Deaths,Female,25 to 29,cyclist road injuries,london,0.24519069165113924,403798.62372678
Deaths,Female,25 to 29,diabetes mellitus type 2,london,0.21981221789935512,403798.62372678
Deaths,Female,25 to 29,esophageal cancer,london,0.13931040325413058,403798.62372678006
Deaths,Female,25 to 29,ischemic heart disease,london,0.6288253367892753,403798.62372677994
Deaths,Female,25 to 29,kidney cancer,london,0.2509114713754627,403798.6237267799
Deaths,Female,25 to 29,liver cancer,london,0.511834165547352,403798.6237267799
Deaths,Female,25 to 29,lower respiratory infections,london,1.8753030839396538,403798.62372677994
Deaths,Female,25 to 29,motor vehicle road injuries,london,2.9435665781743126,403798.62372677994
Deaths,Female,25 to 29,motorcyclist road injuries,london,0.2022527814991429,403798.62372677994
Deaths,Female,25 to 29,multiple myeloma,london,0.039444912939776255,403798.6237267799
Deaths,Female,25 to 29,neoplasms,london,20.68653225020595,403798.62372677994
Deaths,Female,25 to 29,other road injuries,london,0.06976793108523158,403798.62372678006
Deaths,Female,25 to 29,other transport injuries,london,0.28845753850676414,403798.62372678
Deaths,Female,25 to 29,parkinson's disease,london,0.0015898982550768758,403798.6237267799
Deaths,Female,25 to 29,pedestrian road injuries,london,0.6739362060910122,403798.62372677977
Deaths,Female,25 to 29,road injuries,london,4.134714188500839,403798.62372677994
Deaths,Female,25 to 29,stomach cancer,london,0.39552143020254116,403798.6237267799
Deaths,Female,25 to 29,stroke,london,1.571099079923236,403798.62372677994
Deaths,Female,25 to 29,"tracheal, bronchus, and lung cancer",london,0.7233204200124012,403798.62372677994
Deaths,Female,25 to 29,uterine cancer,london,0.11298775200232243,403798.6237267798
Deaths,Female,30 to 34,all causes,london,131.25101094367267,438987.86222266284
Deaths,Female,30 to 34,bladder cancer,london,0.3338688266845761,438987.8622226629
Deaths,Female,30 to 34,breast cancer,london,13.567009949620871,438987.86222266266
Deaths,Female,30 to 34,cardiovascular diseases,london,12.591429045688956,438987.86222266284
Deaths,Female,30 to 34,chronic myeloid leukemia,london,0.1544799362830355,438987.8622226629
Deaths,Female,30 to 34,chronic obstructive pulmonary disease,london,0.7221402849488946,438987.8622226628
Deaths,Female,30 to 34,colon and rectum cancer,london,3.1670264924425875,438987.86222266284
Deaths,Female,30 to 34,cyclist road injuries,london,0.22986426555879955,438987.86222266266
Deaths,Female,30 to 34,diabetes mellitus type 2,london,0.6738165757823502,438987.86222266284
Deaths,Female,30 to 34,esophageal cancer,london,0.34126353626191225,438987.8622226627
Deaths,Female,30 to 34,ischemic heart disease,london,2.2975360429070024,438987.8622226627
Deaths,Female,30 to 34,kidney cancer,london,0.5295708294876205,438987.862222663
Deaths,Female,30 to 34,liver cancer,london,0.9692154726248613,438987.86222266284
